name,steam_appid
Realm Drifter,3084200
Elemental Raiders,2182500
Matt Murphy: The case of the stone guest,2733660
3D PUZZLE - Flooded Grounds,3079420
Shallow Sea Roaming,2919110
3D PUZZLE - Sun Temple,3079410
Run Higher,3091150
Eve of Calamity,2201150
Weyrdlets : Idle Desktop Pets,2366060
The Paradixion: Christmas,3070570
Let's Minesweeper,2865580
Mahjong Soul,2739990
Woohoo!,2976020
VR Kart 360*,3034870
Young Detectives: Holidays,3051650
Dungeon of Erotic Master Plus,2722210
Shanshui Haven,2653480
MagFighter,2805920
Midnight Ramen,2543030
Sports Party Motion Sensing Fitness Game,3067960
陨铁山 Falling Mountains,2720540
Radioactive Pineapple,3058210
Feed,2910830
Tales of Fablecraft,2176900
Bull Looney,3029440
Resurrection of mind,1825510
Elemental Dog Defense,3087110
Trace Hunters,2706210
Tachyon Dreams Anthology,2731920
Flea Market Simulator '24,2732290
CONSCRIPT,1286990
SphereCats,3091310
RantCPU's ClickBait,3069990
Swing Into Zero-G,2747470
Phat Phrog Clicker,3090990
VECTOR ZONE,2716200
Courage: ZaGame,3003720
Gaggi Clicker,3058250
Make Up Human,3083260
Dusk City,2973120
Bullet of Armor,3093150
Help Santa In Christmas Xmas Game,2736600
Necuratu,3044920
Fishing for cats,3054720
X Run 3,2996320
Mushroom Season,3064670
TOiLET,3090920
Behind The Backrooms,3088440
PIGROMANCE,1362120
Hannah’s Day,2851020
EARTH DEFENSE FORCE 6,2291060
Chrysolite,2556930
Angkor 5: Volcano's Verge,3024020
Lost Castle 2,2445690
The Little Witch and The Lost Memories,2691900
Goddess Connect,3058520
Spooky Mansion,2875980
Astoria: Fate's Kiss,3040590
Uprising: Kingdom Come,3041930
Chrono Club - Race Against Time,3041920
Drum Revolution,3034630
Parasight: Chlorophyll worms,1676970
Caramel Performance,3084090
Hollow Survivors: Prologue,2909680
Fractured Online,1426050
Broccoli,3073460
Jessica Deliverson,3067080
Kingdom Of Explorers,2306080
Cannon Climbing,2257800
AbyssalRestaurant,3021020
Etera,3077530
Banana-Shaped,3085950
Go Outside,2545530
Down the shaft,3001760
Evolve:Mecha Squad,3078110
Meiro Master,1918640
Caribbean Pirates,3065390
Bunker Farmer,2915880
Scissor Girl's Weed Crisis,2726920
Only Climber 2,3096010
Skies above the Great War,2320040
Anders: The Dark Coast,2963560
The Awakening of a Villainous Lady: A Crimson and Pure White Romance,3090500
Aqua TV,3003550
Lilja and Natsuka Painting Lies,2840900
Bounty City: 3-Way Battle,2620340
Business Empire Tycoon,3056070
Exhausted Man,1598580
Spirits of The Silicium Forest,2233220
Enchantment 2 : Sun's tear,3049400
POO PUSHER,3076420
Slider,1916890
Paranormal place,2947800
Kiwi'n,3050100
Knight's Empire,2639790
Dreamsweeper,2540800
Age of Goblins,2555570
Barrhell,2687680
Relentless Frontier,1677900
Cosmic Pebble,2139180
Valley Peaks,2107550
Fabergegg,1177540
The Backrooms Regret,2718450
Cat Good Work,3013900
Bella Wants Blood,3007660
Farlands,2252680
Into the Radius 2,2307350
Tactics Greed,2265190
Blood Lust,2975350
Arranger: A Role-Puzzling Adventure,2596420
Abathor,2295610
Isles of Silence,3009460
Crash Time - Undercover,1687700
Runeroots TD,2393340
Bulletrooms - Backrooms Shooter Game,3085730
Red Nose Guy The LegenDairy Quest,2936720
Project L33T,2803360
The Fall of Aether Station,2300690
Aooni,2934190
Knock on the Coffin lid: Prolog,2879560
Potato,2293570
Erannorth Renaissance,2657930
Flippee Ball,2901160
Poodle Clicker,3077520
CYBER INTERNET CLUB SIMULATOR,2845070
Total War: PHARAOH DYNASTIES,2951630
Letters,3064270
Undying Symphony,1591760
Kingdom Rush 5: Alliance TD,2849080
PROJECT 13 Perception Test,3077130
Missilesaber,3064130
The Last Vampire Hunter,2956150
Harvest Days: My Dream Farm,1515320
Monsuta,2193400
Dystobel,2328990
Mandela Syndrome,2474550
Mermaid Tale,2678910
Withering Flowers,2493930
Frostflame,3007130
Old Coin Pusher Friends 3,3040390
Middle School Zombie 2,2925980
RINBO,2486510
colomoon,3028070
Skeleton Hell,3082170
Backrooms: Lost,2924300
Dark Ascent,3095260
Graphwar II,3066840
Magic of Runes: Hidden Object Game,2712750
Restless Nights,2668770
Harmonis: the hand-made kingdoms,2429540
Goblin Auto Club Manager,2993970
Pastor's Lake: The Game,2714920
TACTICAL BANDITS,1116460
[REC] Paroxysm,2974060
Scorchlands,1090100
7 Days to Die,251570
Soulkin,2849070
Sylvio: Black Waters,2531300
Hirocato - The Delivery Hero,2445060
Prime Agents,2983500
Ribbit Rampage,2846690
ReEarth,3034560
Resist the succubus—The end of the female Knight,1868000
Pickle,3075350
Block Mover Challenge,3059820
Legend of the Moon,3042060
Director Simulator,2803060
FingFing,2660300
Wéko The Mask Gatherer,1682290
Red Rampant,2843520
Rock the Islands,2987860
Beauty Riddle,3096400
Viral Multiplayer,3098250
Frontier Hunter: Erza’s Wheel of Fortune,1429500
Young Detectives: Animals,3051620
Joy Life 4,3028000
Exodus: Creepy Time,2968050
Profanity Police,2883250
Hidden Cat Memories,3040820
Artifact Seeker: Resurrection,3054610
Aurye Clicker,3092750
Fate of Fire: Kyvedy Guardiah,3085800
Waking Nitemare,3078850
Commando Collection,3059010
DOUGH: A Crime Strategy RPG,2573030
Eden Island,1974220
Starcremental,2610320
Pickle,3064010
Ells Tales: Chicken,3066660
Древние Русы,2669860
Knowledge VR Pack,2943570
Sailist,1999320
Haunted Property,3046140
Inauthentic Hummus,3083120
Find the stalker,3069310
NeonCyber.exe,2070750
Click on lanterns together,3020360
I commissioned some butterflies 3,3022900
Strike Team Delta,2892910
Pan Beats,3094550
Destroy Blocks,2905040
Cube Railway - Puzzle,3082610
Path of Hero. Story of Dartes,3070490
Lettters,3085300
multi-Path,3029480
Faster Than Bolt,3021520
Zoo Simulator,2129220
Fables Mosaic: Rapunzel,3053320
Ultimate Shifumi Championship,2820120
Castle Guardian,2560520
Prism Break,2858190
Cubidle,3100740
Deathless: Survivors,2443090
Slap That,3042010
City Turn,3080410
ナレハテ / Karma,3065700
Dead Zone Defense,3011200
My Life As An Alchemist,2839500
Dungeon Dungeon!,2114380
30 Days of Tower,2824400
Bad Mechanic,2818660
Sunset Motel: Prologue,2905970
Capital,3059150
Raiders of Valhalla,2298620
Kimi sae Ireba Episode Sutelz,3012810
Grim-World:Survival,2365120
101 Cats Hidden in Las Vegas,3072060
Hadarot,2880080
Subway Surge,3105180
Fresh Milk For Mars,1513190
M.O.O.D.S.,1956770
Dragon Spirits 2 : Prologue,2918520
Ogu and the Secret Forest,1985960
7th Domain:Tree of Chaos Prologue,3088420
Chicken,3099520
Drug Dealer Sim: Street Hustle,2850900
Pixel Car Racing: Blocky Crash,2819540
除邪(CHUXIE),2969160
STRETCHER MEN,2884650
Escape from exit 7 of the theater,3088160
Psychological Operation,2716380
Scripted Land,2114480
Sky's The Limit MAH-JONG,3085620
Click the Chick,3074090
Spleef Game,2547240
Humanoid,2566200
Paper Protocol,2671460
Turte,3078730
Get Out,2828770
the another world,2980910
Ariel,449700
Whisper Of The Curse,2803110
Magman,3081540
No Creeps Were Harmed TD,1932260
Flong: Directors Cut,3078460
five-element Seal: Infinity,2993740
Little Scavenger,2603230
Battimals,2939420
SymbioPhobiA,2818800
Gorgon Shield,2446920
Pair Horror,3097320
Scoop it! Goldfish,3103950
Dread Weight,2399060
Wizard Pulse,2962230
BROKEN TAPE,2982250
Retirement Home Tower Defense,2379690
Temple Crawler,2603480
Break Games,2956400
Cowboys vs Monsters,2984270
Xetanon,2587870
Age of Defense,603320
One Long Night with the Circleheads,3093870
Elixir,2193570
Age of Defense: Prehistory,3042480
Bump in the Night,2999720
Stop Them All,3043960
Cats on Duty,2447260
Old School Tower Defense,3077990
Towerful Defense: A Rogue TD,2453610
JAZZ OUT,3062440
Dimensional Phobos Threat,3009750
Diamond,3058790
Dungeon Tycoon: Prologue,3090980
Kinetic Storm,2154430
Mira's Mirage Mirror,3084080
Young Detectives: Undersea,3051630
Young Detectives: Space,3051640
Young Detectives:School,3023360
Young Detectives: Farm,3051610
Party Play Mania,2875050
It was a human.,2484160
Abnormal1999:Sector 49,3057180
Lots of Cats in Every Moment,3080240
ICE!,3082960
Brucie's Arcade,2941490
DefenseCraft,2332850
Micro Tanks,3048540
Idylls of the Lunar Maria,1915430
Village Cult,3072870
The Prison,1889920
Flint's Hints,2660130
S. Prysm Destroyer,2975480
Moth Planet,2892590
Mycelium,2969710
The Duck Pond,3067180
Mission Andromeda,3059490
Gorble,3107440
CBO TD,2867380
Ruzar - The Dark Stones,778440
Business runner,3105720
Cozy Merge,2906530
Undead Exterminator,3095120
Bug.Splash TD,3083240
Hammer Penguins,3055330
NIGHTMARE BREAK,3092960
TobPaCharge,3094590
Capital Dilemma,2744670
Grove Grown Guardians,3037550
Kappa's Asylum,3030620
Troy: The Red Winged Hero,3107220
Ghost Jumper : Red Hoodie,3091270
The Walking Dead: No Man's Land,2936310
Geometry Dabs - Save the World,3095010
Hexeract,3100640
Espionage Activity,2842200
Avian Enigma,2784960
Songs Of Death,2276420
Rogue Tiles,2999990
24H Stories: The Cabin In The Forest,2917220
Unstable Cylinder,2894280
Podnabu,2881770
Ant Keeping Simulator,2827520
Memoirs of an Angel (2010),3072350
Recoil Cluck,2860380
Quacker Bros : First Heist,3103830
Flip TD - Tower Defense,1837190
Mageanoid,3104840
I Got Isekai'd Into a Shmup,2870000
Hitobashira - Human Suika,2904810
Happy Color Links,2685450
INCEL SIMULATOR,2960850
Stormgate,2012510
Spellfarers,1569420
Dwarves Mining Idle,2220570
What's The Point?,3072790
Pug'llector,3067050
ARC SEED,2332970
Trash Bandits,2443150
Time Is Honey,2140570
Thebes,3009890
Back,2913040
The Garden Path,1638500
Befriended Curse,2655580
Rocket Jump Race,2559900
Go Slo,1778970
Rollimals,2911580
Space for Sale,1624060
The Midnight Bus,3101670
Flappy Alien,3102020
Galactic Conquest Battle Infinity,2344630
Five Gods of Kung Fu,2755020
Legends of Savvarah: Time of Pariah,2416500
Reimu Needs Help!? Aunn-chan to the Rescue!,3063050
Gold Mine Dash,3108470
Beach Secrets,3105910
Empire: Sound of the North,3101920
Minds Beneath Us,1610440
UnderKingdom,2985410
Alterworld,3101340
Tank Chess,2936350
Alone in the School,2981150
Devil Road Run!,2945270
Mini Airways,2289650
Silent Threat,3058310
Lloyd the Monkey 3: Judgement Day,2615440
Deepsea Salvor,1059640
Terra Forma: Tower Combat,1899080
Bunny Alice in Wonderland ,2066230
One More Night,2720620
Super Sus,2920270
Furriend,2981800
Muscle Girl Lisa: Training Diary,2610630
Endless Casual Drive,2928500
The Fight Of Escaper,1097050
Blu-Dude In The Quest for Chocolate Milk,3103910
Pixel Collector,3076350
On Track,2836290
JetWireClimber,3084360
Time Turned,2877110
The Journey into the Virtual Void,1661560
Fly Me To The Home!,2076670
Runi's Math Castle,2860170
Light - Die to Survive,3092760
Unsought,2999710
BattleClaws,2835960
ChatTDT: Tower Defense Twitch,3060850
Tempter,3057890
Boyce the Voice,2759170
Kakuro++,3068680
The Last Ramparts,3045130
Sports Hero,2911590
Gym Manager,2337460
X Simulator Drone,3097010
HeartWare,3105050
Infest,2341560
Drug Lord Tycoon,2450700
Circle TD:Defence War,3100330
ETERNAL DREAMERS -RISING-,2292810
High Up,3071830
Blacklist Mafia,2800500
E-TECH SIMULATOR,2990240
Stick Tournament,3032740
The Ransom of Atawallpa,2967500
Secret Pie,3088120
GymBro,3102030
MASTER OF FRIED RICE,3004600
Fable Grove,3089760
Catastrophic Cat Command,3108760
Cats-Shaped,3083200
ONAR,1165560
Battle Sudoku,3091530
Gym Camp Simulator: Prologue,3084290
OMUSUBI,2634560
Brownie's Adventure 2,2905080
Stellar Return,3090480
The Crusade Is Nigh,2569460
Slot Waste,3109370
Footprints Combination,3081520
Cubed and Dangerous,2870580
Party House,3109080
GalaxIverse II,2750980
REAL CAR Offroad Racing Drift,2938050
Calm3D,2875580
Berry Hunt Survivors,2377320
Too Shroom!,2554690
Five fold tower,1410770
Weather Dominance,2422990
STAR WARS™: Bounty Hunter™,2419090
Gravity,2807430
Tomba! Special Edition,2851150
Bythzkel-Sombréa,3081330
50 Pinch Barrage!!,2831540
Fragment: A Story in Growing,2573670
MARS 2120,1424290
hololive Treasure Mountain,2972990
Trifecta,3101580
Frood Robotics,2901010
Malware,3019370
Song Of The Prairie,1350840
Yolka,1384130
VR Gorodki,3110960
MADNESS,2854980
It's Kooky - Land of Aotearoa,2650510
Yatsumeguri | 八つ巡,3078570
Tokyo Train 4,3071720
Pyhare,3089460
Sword of Convallaria,2526380
You Want to Watch the World Burn,3029680
Smack Studio,1739300
"軍艦島探訪記　ある写真家の記録　""Visiting Battleship Island: A Photographer's Chronicle""",3066390
CHROMA,3050180
家屋探索 -Japanese House Exploration-,3053390
Snowsquall Grip,3000420
Bare Butt Boxing,1186660
Warriors Of Freedom,2528930
Baby Blues Nightmares - Toddler Horror Game Prologue,3080310
Kitsune Tails,1325260
SHARK SIEGE - TOGETHER SURVIVAL,2845080
SPLASH OUT!,2316240
Crazy Candydish,2711550
Let's Café,3019270
Poetry Pigeon,2942420
CAWEZ's Puzzlebox: HIRAETH,2361040
Pleasure Sweet Secret,3079230
Invaders Tower Defense Online,2826540
Journey to Monolith,2730290
Question Mark 2,3018730
Dwarven Defense Prologue,2912470
Mech Survivor Elite,3054480
Delicious - Mansion Mystery,2924820
Keyboard Souls,3063740
Assembly Line 2,2791880
Slide Treasures: Lydia's Hunt,3035920
PolyTap,3104050
Carrot Paradise,2802620
ball,3095590
HAPPY girls,3084530
The Gravedigger,2818980
FlipScapes,2176580
Bitsy Bits: The Secret of Magic,3093960
ReBullet,3107790
BioGun,1219240
SpHero,2835720
Master Blaster,2713760
Fables Mosaic: Cinderella,3053330
Lift: The Last Days of The Westwind,2479420
Squared Adventure,2960090
Tidy Cauldron,2708320
Ball Control,3096840
Ker-Chunk!,2945240
The Whisper of the Abyss: Echo of Eden,3098390
Power of Petanque,2075480
Dawnmaker,2749100
OhMyRace!,2670940
OveRRooT,2557480
A Better Tomorrow,3022780
Lift Attendant,3035940
Apple Run,3071050
Combat Beans: Total Mayhem,1717080
Wanted,3047420
Warehouse Job,3108110
The Curiosity,3056090
Tomb Explorer VR,1969920
Dungeon Board,3058720
Box Zombies,2892230
Travel Along 2,3049330
Destiny Encore,3072780
Weeping Amber Prologue,3056720
Darkly Darkness,2945370
Shale,2115340
The tree of immortality,2649490
Talon's Blade,2131460
Solares,2975110
Galaxy Clicker,3109310
Devil in my house,3056480
myPOPGOES,2429350
Project Stack,3103650
Medieval Nightt - Part 1,3055970
Planetary Conflict: 2301,3101600
Coconut,3063130
Sift Heads - Cartels 4,1931380
Butterfly//Circuit,2428260
Last Day to Die,2876080
Iron Psycho: RETRO,3097760
Path of Dragoon,2659910
Final Night,3104250
Golf Tour,2761960
Broken War,3095270
Ranch Mayhem - Active Idler,2818590
KitHack Model Club,2107090
Gem Blast,2560850
UFO Taxi,2886240
Synaxarion Christian Stories: Holy Martyr Savvas the Goth,3049610
Sublimity,2880130
Whale Well,3100990
Lootbawx,3108710
Pets,3088990
Hello Cruel World,2565310
Thank Goodness You're Here!,2366980
Car Manufacture,983380
The Test Game,3102790
Thalassa: Edge of the Abyss,1783680
The Way Down,3053370
Merge,2952200
Learning The Maths,3087340
TOKYO DRIVE,2954240
MENSEKI Genius!: Area maze puzzles,3063460
Emerald Dreams: Sanity -  Platformer Quest,2987640
Doom Roller,757470
Lands of Rage,1820460
Hamster Bomba,3101350
Click on red pandas together,3020250
I commissioned some bunnies 10,3022880
Sock It,1957430
Black Goblin,3104490
Escape From Lesco,3094830
Gape Kape Escape,2238850
The Battle of Sacred Heart,1964500
Huntin' Ducks,3055200
CUBE,3112740
Amusement Park Simulator,2480950
Setteeh,1566450
Closed world,3069200
SuperSuperMarket!,2954000
Little Weasel,1114370
101 Cats Hidden in Amsterdam,3110520
EXPLOSIVIE SHOOTING STAR BEETTLE,3060790
Rune Seeker,2469990
Sporti's Universe,2802350
Haunted Elevator - 闹鬼电梯,3113530
Zero Below The Sun,2460940
Dark Prison 7th,3029610
Galaxy CocoA,3110430
Papercut Art Gallery-Growth,2930890
Strawberry Park,2966530
TacticsLand,3085220
Sunrise Down,3088560
No Return,1967220
Himegashima Island,2991400
Outpost 3,3027480
Shy Girl's Makeover,2892500
Matchmaker: Dungeon Heart,2507570
Desert Island in Summer?,2346500
Tyraels Ascension: Hell Walker - The Video Game,3046290
HU-man Dungeons,2113140
Apartment No 129,2895340
Furry Sniper,2326220
Terrestrial,2984300
Unrooted,2441100
Back To Back,3113980
Five Likes Please,1709320
Seaside Racing,2899320
Containment Breach,3047580
Touhou Picross ~ Nazrin's Puzzles,2955020
Passage: A Job Interview Simulator!,2311230
ForkJump,1425010
Loop Frogs,2144130
REAL WEB LEGENDS: Carter's Quest,2409110
Packit List,3084150
VBR Clash,3031140
Ancient Demon Shadow,3033180
Neon Puzzle Ball,3007260
Naelyeojjiggi,3123090
War of Charge,3114440
Retail Company Simulator,3089130
CasualMuyu,3124480
Candlelight: Lament,2356330
SPGP Super Polygon Grand Prix,2459860
Hero Emblems II,2417940
USG,2837160
Hyper Drive Runner,2874200
The Evil Sect,2879580
Let's Aim! Shooting Gallery,3116190
CYGNI: All Guns Blazing,1248080
Into the Wild,3015260
Plumber Survivors: Prologue,3092540
Darok,3110120
Super Shape Cascade,2607970
Silent Frontiers,2953930
Together in Between: Chapter One,3095080
Fields of Mistria,2142790
Yin-Yang Ping-Pong,3117780
SUPER Dungeon Muncher,3095800
Volleyborne: Unbound Horizons,3052520
The Man in the Fields,3051180
Elve,3026290
Dark Era,2839440
小生活-悠闲小镇物语,3069040
Подвиги древних Русов,2932180
GreenColdBody,2903670
Bedtime:turn off the life,2847310
Infinite World:Dice Team,1579890
Fragment's Note2+,2852560
Fragment's Note+ AfterStory,2852400
Fragment's Note+,2808250
Quiztopia : The Ultimate Trivia,2912680
Trainer Eyes VR,2778440
Trainer Eyes,2777360
Closer the Distance,1991300
ff link,3087590
KOOB DOG,2776300
Dark Hunter,3038840
DEVIATOR,2620730
"Run, Vivian Run",3027900
Too Angry To Die,3083880
diorama,2887460
Roll,3065260
Nine Tereasures of Liuyin,2949580
Morimens,3052450
Pixel With Your Friends,1391200
Polygon Hell,2765940
Pudding,3075690
Death Nomad,2279180
Prologue: Fish idle 2,2971510
Motordoom,1894720
Mewing Simulator 🤫🧏🏻‍♂️,3058890
Lamu,2729350
Spectralia,3093850
Omni Blade,3089800
Ghostbane: Prologue,2962750
Qazaq: Son of the Sun,3027960
Clockwork Dawn,2953430
Mini-Tank Arena,2673430
INSOMNIA,2294670
UBOAT,494840
Calamity Sanctuary,2092000
Attack on Hex Island,2305380
Fish Hero,2898650
Coins,3083090
Blackout: Director's Cut,3108490
Detective School Club,3024690
RandoJumper,3094340
My Last Appointment,2785980
W.O.T.E - Waking On The Endtimes,3100610
Mossroot,2419500
Arkhaanis One,2952910
Elementyle,3056310
Etaine: Magic Survivor / 伊泰恩：魔法幸存者,2508890
Zebulon: A Lost Cat,3047460
Ninja Monkey,3047740
Treasure Hunter: Idle RPG,2891540
BlackJack Math Trainer,2739130
Pixel Art Academy: Learn Mode,2330360
Play And Pray,3086550
Strange Ocean,2847280
Backspace Backspace Backspace,3058940
Midnight Fury,2663800
DOKODA,2827580
Lines On Sides,2685670
INESCAPED,2875440
The Best Duck Clicker,3110500
Heaven's Paws,2435920
Warmage: Prologue,3097450
Waifu,3109050
Frog,3105760
Cursed House 4,3017000
CLOUDOME: Prototype,2986830
Paper Flights,2966360
Deep Space Survivor,2066730
Pack Master,3020960
Defensive Attacks,1314680
Big Pig,2870710
D-Day Invasions,2818600
Desktop Pets,3077030
Asylum Revenge,3084330
Z Juice,3111730
Legacy of Defense - Prologue,3096620
Master of Shotgun Camper,3069490
Skull Stompers,3092040
Innsmouth Nightmare,2653970
Homeless,3018910
Secret Number Simulator,3064540
Popcorn!,3073930
AtmaSphere 2,2509120
Lost in the Mine,3005170
A Smoker's Story,2941890
Wolf Hero: Animals vs Robots,3035400
