description,developer,early_access,game_id,orig_price,percent_pos,price,publisher,release_date,tag_list,title,total_reviews,vr_only,vr_pcinput,vr_supported
"The classic game of Artillery with beautiful hand-drawn art. Play solo with Target Practice, or play against a friend in Vs. mode.",Austin Ivansmith Games,False,1433210,,100,$4.99 USD,Austin Ivansmith Games,"5 Nov, 2020","Hand-drawn,2D,Arcade,Physics,Turn-Based Tactics,PvP,Tactical,Turn-Based Strategy,War,Wargame,Turn-Based,Casual,Strategy,Relaxing,Choices Matter,Controller,Procedural Generation,Action,Simulation,1980s",Notebook Artillery,10,False,,False
"Become a thief in VR! Feel the thrill of stealing in free roam sandbox neighborhoods. Use lockpicks and hi-tech hacking tools. Observe your target, gather information and hide from police. Or drive a car like crazy to get out of trouble!",GameBoom VR,False,1019550,,50,$10.49 USD,GameBoom VR,"5 Nov, 2020","Simulation,VR,Indie,Action,Crime,Stealth,Open World,Singleplayer,Exploration,First-Person,Sandbox,Multiplayer,Walking Simulator,Story Rich,Funny,Co-op,Heist,Adventure,Realistic,Driving",Thief Simulator VR,1132,True,,False
"Virtual makeovers were never more real! Thanks to VR technology, you will be able to single-handedly take care of ruined properties, gaining your clients' appreciation and satisfaction from a job well done! Put on your goggles, take a firm grip on the controllers and become a master of renovation!",Frozen Way,False,1194700,$19.99,51,$1.99 USD,Frozen Way,"5 Nov, 2020","Simulation,Casual,Indie,VR,Relaxing,Singleplayer,Family Friendly,Building,Funny,First-Person,Design & Illustration,Economy,Sandbox,3D,Destruction,Management,Education,Atmospheric,Replay Value,Memes",House Flipper VR,203,True,,False
"Time travel, assassins and one magical gangster rabbit! The demon king threatens your kingdom and it's up to you, the prince, to find a suitable hero to fight it. Not an easy task, as it will require you to shed a lot of blood and maybe even die. But at least you will save everyone... right?",VisualBagel,False,1204740,,92,Free,VisualBagel,"5 Nov, 2020","Free to Play,Visual Novel,Anime,Fantasy,Story Rich,Medieval,Casual,Indie,Gore,Violent,Romance,Mystery,Multiple Endings,2D,Colorful,Cute,Singleplayer,First-Person,Magic,Blood",How Stories Die,115,False,,False
"The best videogames through the decades. Test your knowledge about the games considered the best over the years in “Mini Words: Top Games”, a unique mix of logic puzzle, word search, and trivia.",Mens Sana Interactive,False,1336790,,89,$0.89 USD,Mens Sana Interactive,"5 Nov, 2020","Word Game,Trivia,Puzzle,Casual,Text-Based,Spelling,Solitaire,Point & Click,Board Game,Typing,1980s,Retro,Old School,Historical,Relaxing,Minimalist,Abstract,Family Friendly,Logic,1990's",Mini Words: Top Games,57,False,,False
Pole of Cold is a sci-fi survival horror game set at a research station somewhere in Antarctica. Explore it and find a way to escape death.,Farkhutdinov M,False,1446100,,84,$2.99 USD,Farkhutdinov M,"5 Nov, 2020","Horror,Survival Horror,Perma Death,Indie,Survival,First-Person,Stealth,Snow,Action,Atmospheric,Adventure,Singleplayer,Quick-Time Events,PvE,Blood,3D,Dark,Realistic,Difficult,Tactical",Pole of Cold,19,False,,False
"The Remission of Sins is a fully-voiced, multi-ending short horror visual novel. Depending on the player’s choice, it branches to 12 different endings.",KaminGames,False,1095090,,50,$6.59 USD,KaminGames,"5 Nov, 2020","Horror,Choose Your Own Adventure,Visual Novel,Word Game,2D,Text-Based,Noir,Dark Comedy,Dark Humor,Story Rich,Psychological Horror,Surreal,Narration,Multiple Endings,Choices Matter,Gothic,Philosophical,Crime,Mystery,Psychological",The Remission of Sins,12,False,,False
Orlando the Fireman is a really simple game where you play as the title character trying to save as many lives you can from burning buildings. A game about real-world heroes with a style inspired by our favorite 80s character.,IndigoWare,False,1452860,,N/A,Free To Play,IndigoWare,"31 Oct, 2020","Casual,Arcade,Clicker,Solitaire,2D,Colorful,Pixel Graphics,1980s,Family Friendly,Parody,Indie,Relaxing,Retro,Score Attack,Singleplayer",Orlando the Fireman,7,False,,False
"Exit Limbo : Opening is the first chapter of a neo-retro side-scrolling beat ’em up with adventure elements, elaborated fighting mechanics, memorable enemies and a truly unique setting and visual art style",Virtual Craft Studio,False,1051900,,65,$9.99 USD,Virtual Craft Studio,"5 Nov, 2020","Action,Gore,Indie,Violent,Beat 'em up,Adventure,RPG,Fighting,Singleplayer,Platformer,Arcade,Exploration,Colorful,Martial Arts,Horror,Metroidvania,Puzzle Platformer,Spectacle fighter,2.5D,Cinematic",Exit Limbo: Opening,32,False,,False
Online players try to outsmart each other in a verbal battle of wits. Players will be paired up against others as they try to trick each other into saying a secret word.,Lighthouse Games Studio,False,1442480,,66,Try for Free,Lighthouse Games Studio,"5 Nov, 2020","Experimental,Casual,Word Game,Real Time Tactics,PvP,Character Customization,3D,Third Person,Strategy,Funny,Conversation,Indie,Cartoony,Comedy,Multiplayer,Social Deduction,Survival,Voice Control,Colorful,Cute",Prank Call,18,False,,False
"Hoards of Glory is a dice placement game for 1-4 players. Players take on the role of a Viking captain forced to follow through on his grand boasts! Developed as an answer for how to playtest a tabletop during a pandemic, Hoards of Glory grew into a video game in its own right!",Kerberos Productions,False,1445260,,N/A,$4.99 USD,Kerberos Productions,"5 Nov, 2020","Casual,Tabletop,3D,Historical,Puzzle,Stylized,Economy,Medieval,Mythology,Artificial Intelligence,Snow,4 Player Local,Local Multiplayer,Multiplayer,Singleplayer,Colorful,Turn-Based Tactics,Strategy",Hoards of Glory,8,False,,False
”Psycho” is a 3D horror game that allows you to explore and survive with your friends in the terrible mystery bunker.,Rachata Suksereekul,False,1440290,,66,$1.99 USD,Rachata Suksereekul,"5 Nov, 2020","Horror,Action,Co-op,Adventure,Psychological Horror,Survival Horror,Survival,Walking Simulator,Action-Adventure,First-Person,Multiplayer,Indie,Singleplayer",Psycho,66,False,,False
Search the mother lode of legend in a fantasy RPG with immersive pixels!,"Hit-Point Co.,Ltd.",False,1383400,,N/A,$14.99 USD,"Hit-Point Co.,Ltd.","5 Nov, 2020","RPG,JRPG,Fantasy,Pixel Graphics,Story Rich,Old School,Retro,2D,Anime,1990's,Medieval,Party-Based RPG,Magic,Turn-Based Tactics,Turn-Based Strategy,Strategy RPG,Tactical RPG,Adventure,Character Customization,Singleplayer",Crystal Ortha,6,False,,False
"Discover peace in a calm Jigsaw Journey about finding a lost friend, trhough gorgeus landscapes. What happens when you set the last piece?",RSoft Games,False,1427400,,88,$1.99 USD,RSoft Games,"5 Nov, 2020","Casual,Tabletop,Puzzle,Nature,Family Friendly,Relaxing,Adventure,Solitaire,Hand-drawn,Robots,2.5D,Cute,Singleplayer,Atmospheric,Flight,2D,Sci-fi,Futuristic,Indie",Sky Journey - Jigsaw Landscapes,25,False,,False
"Flailure is a 4-player competition for the crown with unconventional medieval combat. With hookshot powered flail in hand, take on your friends in fast paced physics combat. Will you be king or just end up a flailure?",Squidland,False,835800,,N/A,$3.99 USD,Squidland,"5 Nov, 2020","Action,3D Platformer,Bullet Hell,3D,Cartoony,Indie,PvP,Level Editor,Physics,Multiplayer,4 Player Local,Combat,Funny,Medieval",Flailure,1,False,,False
1917 : The Prologue is a psychological horror game with elements of an escape room. All events in the game are occuring during the October Revolution in 1917 in Russia. The game is based on memories of those who survived in this dark time.,Payara Games,False,1352230,,55,$9.99 USD,Payara Games,"5 Nov, 2020","Horror,Psychological Horror,Story Rich,Choices Matter,Puzzle,Choose Your Own Adventure,Multiple Endings,Exploration,Realistic,Historical,Narration,Logic,Atmospheric,Dark,Hidden Object,Singleplayer,First-Person,3D,Indie,Adventure",1917 : The Prologue,29,False,,False
A horror is stalking you. Mysteries are mounting. Will you be the one to put the legend to rest? Or will you fall victim to the Michigan Dogman?,Daniel George,False,1444170,,73,$2.99 USD,Daniel George,"5 Nov, 2020","Horror,Survival Horror,Psychological Horror,First-Person,Exploration,Supernatural,Survival,Dark,Thriller,Open World,Stealth,Puzzle,Action,Investigation,Conspiracy,Walking Simulator,Mythology,PvE,Singleplayer,Indie",DOGMAN,19,False,,False
You're in the home of a psychopathic art lover. and that isn't happy about this situation.He'll scare you. You have to be careful!,Applykat,True,1367860,,60,$5.99 USD,Applykat,"6 Nov, 2020","Puzzle,Adventure,Casual,Action-Adventure,Exploration,FPS,Horror,3D,First-Person,Realistic,Thriller,Dark,Psychological,Psychological Horror,Perma Death,Choices Matter,Singleplayer,Early Access,Indie,Simulation",Damned Hand,10,False,,False
"Feel the thrill of the chase and the rush of escape behind the wheels of the world’s hottest high-performance cars in Need for Speed™ Hot Pursuit Remastered– a heart-pumping, socially competitive racing experience.",Stellar Entertainment Limited,False,1328660,$29.99,79,$4.49 USD,Stellar Entertainment Limited,"6 Nov, 2020","Racing,Driving,Combat Racing,Open World,Multiplayer,Competitive,Vehicular Combat,Action,Action-Adventure,Realistic,Crime,Cinematic,Destruction,Transportation,Co-op,Singleplayer,Replay Value,Third Person,Game Development,Classic",Need for Speed™ Hot Pursuit Remastered,9268,False,,False
"A point and click, puzzle adventure game set in the magical world of Panmorphia. Wield the Amulet and transform into one of the four animals that represent the four elements. Each change also brings a unique perspective of the world.",LKMAD,False,1421690,,90,$2.49 USD,LKMAD,"6 Nov, 2020","Casual,Adventure,Puzzle,Point & Click,Hidden Object,2D,Colorful,Indie,Realistic,Singleplayer",Panmorphia,30,False,,False
"This is a story-based stealth puzzle game: During the summer, Marie helped her friend Emma manage the store. One day, when a customer left the store, she accidentally left a red book. And behind this red book, there is a distant story and a huge conspiracy...",游学者狐狸,False,1286330,,98,$4.99 USD,游学者狐狸,"6 Nov, 2020","JRPG,Casual,Story Rich,Puzzle,RPG,Stealth,Multiple Endings,Cute,Adventure,Visual Novel,Word Game,Anime,Pixel Graphics,Colorful,Magic,Drama,Indie,Combat,Singleplayer,Strategy",WhiteLily 2：梦醒少女,168,False,,False
Aokana - EXTRA1 is the official Mashiro afterstory for Aokana.Experience even more Aokana in 1440p!,sprite,False,1340130,,95,$8.99 USD,sprite,"6 Nov, 2020","Adventure,Visual Novel,Anime,Casual,Cute,Sexual Content,Nudity,Dating Sim,Colorful",Aokana - Four Rhythms Across the Blue - EXTRA1,1044,False,,False
"Welcome to Fantasy Friends, a world of magic and fantasy where you're responsible for taking care of fantastic creatures!",Xaloc Studios,False,1376950,,N/A,$7.99 USD,Xaloc Studios,"6 Nov, 2020","Time Management,Life Sim,Simulation,Management,Farming Sim,Character Customization,3D,Cute,Cartoony,Colorful,Singleplayer",Fantasy Friends,8,False,,False
In My Little Dog Adventure you play as a little dog that discovers the world on its mission to find its way back home. It's a short emotional story-driven exploration game that will keep you interested with an immersive story and lovable characters.,EpiXR Games UG,False,1424780,,62,$9.99 USD,EpiXR Games UG,"6 Nov, 2020","Dog,Story Rich,Exploration,Action,Walking Simulator,Adventure,Narration,Casual,First-Person,Experimental,Simulation,Linear,3D,Colorful,Life Sim,Cute,Stylized,Singleplayer,Immersive,Emotional",My Little Dog Adventure,27,False,,False
Evil unicorns conquered Meow York City! It's about time to unleash your true hero skill and get some revenge! Save all the cute kitten in this thriving city on a beautiful island and upgrade your gear to fly faster than any other hero ever!,Red Android,False,1314300,,82,$9.99 USD,Red Android,"6 Nov, 2020","Action,Indie,Simulation,Casual,Adventure,VR,Flight,Singleplayer,Open World,First-Person,Fast-Paced,Early Access,Realistic,Horror",Flying Hero VR,73,True,,False
Happy Quest is a casual match-3 game. You are a kind hunter in the town. Your quest is help beautiful girls to defeat monsters.,HappyGames,False,1418160,,83,$1.49 USD,HappyGames,"6 Nov, 2020","Casual,Nudity,Sexual Content,Match 3,Strategy,Turn-Based,2D,Adventure,Anime,Cute,Linear,Colorful,Singleplayer,Indie,Hentai,NSFW,Mature",Happy Quest,833,False,,False
"Lawyer Guy is a challenging, fast-paced 2D action platformer. No gimmicks, just high-quality level design and old-school difficulty, with some modern quality-of-life touches. You should play it even though it's not a roguelike.",Rob Welch,True,1451110,,77,Free,Rob Welch,"6 Nov, 2020","Early Access,Free to Play,2D Platformer,Difficult,Old School,Pixel Graphics,Robots,Sci-fi,Cute,Family Friendly,Action,Futuristic,Funny,Retro,Cartoony,Replay Value,Platformer,Side Scroller,Precision Platformer,2D",Lawyer Guy: Defender of Justice,135,False,,False
Double Turn is a pro-wrestling party brawler with fast arcade fighting. Hop into the ring and master the simple melee combat in 2-4 player local versus matches.,Inwave Labs,False,762680,,50,$2.99 USD,Inwave Labs,"6 Nov, 2020","Local Multiplayer,2D Fighter,Wrestling,4 Player Local,Fighting,Party Game,Pixel Graphics,Action,Multiplayer,Arcade,2D,Party,PvP,Spectacle fighter,Controller,Combat,Indie,Early Access,Sports,Female Protagonist",Double Turn,18,False,,False
Play basketball. In Mars. With cats. Are you ready for the whole galaxy's hardest matches? Solve puzzles and win the Bascatball intergalactic championship!,Opala Project,False,1451560,,100,$1.99 USD,Opala Project,"6 Nov, 2020","Puzzle,Basketball,Mars,Cats,Hex Grid,Replay Value,Relaxing,Casual,Sports,Atmospheric,Cute,2D,Singleplayer,Strategy,Turn-Based Strategy,Board Game,Logic,Aliens,Sci-fi,Futuristic",BasCatball Mars: Basketball & Cat,28,False,,False
Timequest is a classic graphical text-based adventure game of breathtaking scope and astonishing depth. Travel to 80 locations to see the effects of your actions unfold over 3 millennia.,Legend Entertainment,False,1297560,,N/A,$3.99 USD,Legend Entertainment,"1 Jan, 1993","Adventure,Text-Based,Point & Click,Sci-fi,Mystery,Retro,Strategy",Timequest,1,False,,False
"Hunting Unlimited 3 introduces new quarry, new modes of travel, and a new continent to the hit hunting series. Scout for the perfect kill on foot, horse and ATV across America, Canada, and Africa. HU3 also includes a Mission Editor for endless hours of customized fun.",SCS Software,False,1330820,,100,$5.79 USD,SCS Software,"8 Aug, 2004","Simulation,Sports,Action,Hunting,Level Editor,3D,First-Person,Third Person,Casual,Inventory Management,Singleplayer",Hunting Unlimited 3,25,False,,False
"He finds his clothes at K-Mart. He finds his dates at Radio Shack. And now he's out to get rich quick by finding the greatest entertainer of all time. Follow mild mannered Les Manley as he rocks 'n' rolls across America in search of big bucks, beautiful babes and...The King.",Accolade Inc.,False,1299720,,N/A,$3.99 USD,Accolade Inc.,"1 Jan, 1990","Adventure,Cartoony,Text-Based,Mystery,Nudity,Comedy,Singleplayer",Les Manley in: Search for the King,3,False,,False
"Someone is kidnapping the hippest stars in Hollywood. Les Manley must scour La La Land – sifting through out-of-work actors, rock stars and gorgeous babes – to unravel the mystery in this point and click adventure.","Accolade, Inc.",False,1299730,,N/A,$3.99 USD,"Accolade, Inc.","1 Jan, 1991","Adventure,Nudity,Point & Click,Comedy,2D,Retro",Les Manley in: Lost in L.A.,1,False,,False
"Command military Special Ops Teams in gripping tactical combat against a Middle East-based terrorist network. Sequel to RockPaperShotgun's ""Best Tactics Game of 2014"".",KillHouse Games,True,1239080,,94,$12.49 USD,KillHouse Games,"3 Nov, 2020","Tactical,Real-Time with Pause,Top-Down,Real Time Tactics,Moddable,Action,Military,Indie,Strategy,Level Editor,Co-op,Early Access,War,Action RTS,RTS,Top-Down Shooter,Multiplayer,Violent,Gore,Singleplayer",Door Kickers 2: Task Force North,7679,False,,False
